,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
19,UC90RW5ZmBBqp4r2QIQxfACA,J2aRXxGcOGk,Damdar Khabar: Album Queen Rinky Selling Fruits For Livelihood Due To COVID-19 Impact,2020-07-23T14:36:33Z,720204,6732,479,619,0,Kanak News,3530000
20,UC0p5jTq6Xx_DosDFxVXnWaQ,0TImic4N1ko,Stockmarket v economy: the impact of covid-19 | The Economist,2020-07-24T14:00:27Z,705024,11748,464,1475,0,The Economist,1560000
21,UC-mMi78WJST4N5o8_i1FoXw,tsbOtOHNIis,News18 Kerala Live TV | Covid-19 Live Updates | Malayalam News |nyuus18 keerll laiv,2020-07-23T14:21:29Z,700309,2233,407,0,0,News18 Kerala,1040000
22,UCXIJgqnII2ZOINSWNOGFThA,MUFvB7lUx0E,"Mnuchin details fate of unemployment relief, next coronavirus stimulus bill",2020-07-26T15:30:10Z,696610,6741,3254,11291,0,Fox News,5900000
23,UCaXkIU1QidjPwiAYu6GcHjg,s4rbTE3-1Ts,"Trump Spreads False Information About Coronavirus ""Cure"" | Morning Joe | MSNBC",2020-07-28T12:59:49Z,675333,10005,601,5685,0,MSNBC,3370000
24,UCD5QBLQbQOv4wQog988K9vQ,05-xyAtam1Y,ANGELA VS LAURA PAUSINI - NON CE N&#39;E COVID (BREVE VIDEO),2020-07-25T11:10:21Z,688987,18916,307,740,0,Highlander Dj ITA,443000
25,UChirEOpgFCupRAk5etXqPaA,U-U61G9pCYU,Coronavirus Updates: McConnell to Unveil GOP Stimulus Plan; California Becomes Worst-Hit U.S. State,2020-07-23T00:27:42Z,665837,1559,2359,7,0,Bloomberg QuickTake News,482000
26,UCJEDFSxHHOW1PpBccdSxOTA,Ht6cjxghfqQ,Taarak Mehta Ka Ooltah Chashmah Shooting Resumes in Covid Backdrop | TMKOC Shooting Resumes,2020-07-23T14:08:09Z,636267,8763,545,228,0,IndianExpressOnline,650000
27,UCupvZG-5ko_eiXAupbDfxWw,KUY_EgGB2CI,Fauci: Hate mail and threats made against me because of Covid-19,2020-07-25T02:11:11Z,621535,6819,1406,7759,0,CNN,10400000
28,UCupvZG-5ko_eiXAupbDfxWw,NK3W5IPE9Oc,Here&#39;s what Fauci thinks about the latest Covid-19 vaccine trial,2020-07-28T02:35:34Z,616585,5995,1155,4487,0,CNN,10400000
29,UCSaf-7p3J_N-02p7jHzm5tA,Y2xSunVe3bk,"'Exercised &amp; Kept Fit, Yet I Tested Positive for COVID-19' | The Quint",2020-07-23T07:51:57Z,599841,7136,248,1059,0,The Quint,2580000
30,UChDKyKQ59fYz3JO2fl0Z6sg,nM__ACbHeqo,Health Officials Offer Dire Warning For Latest Coronavirus Hot Spots | TODAY,2020-07-25T14:54:41Z,566564,2283,1986,4680,0,TODAY,2410000
31,UCrp_UI8XtuYfpiqluWLD7Lw,6OrncSY8MvA,President Trump holds a coronavirus briefing at Fujifilm Diosynth Biotechnologies -- 7/27/2020,2020-07-27T20:01:31Z,559250,2570,3086,4954,0,CNBC Television,822000
32,UCrp_UI8XtuYfpiqluWLD7Lw,N-dwZNFeZI8,WHO: There&#39;s no going back to &#39;old normal&#39; as coronavirus accelerates,2020-07-23T19:23:07Z,544222,2924,8694,5828,0,CNBC Television,822000
33,UCupvZG-5ko_eiXAupbDfxWw,dR5euI9g-Xg,Fact check: Trump suggests protests led to rise in Covid-19 cases,2020-07-23T04:49:58Z,534645,5398,1260,5715,0,CNN,10400000
34,UCj-qit6AuiqQnHUnY3qLc3g,jgzhozzuybI,"Nikita Dragun, James Charles, Charli D&#39;Amelio throw COVID party!? (yikes)",2020-07-23T21:46:45Z,528831,29425,779,4614,0,Tea Spill,1610000
35,UCXIJgqnII2ZOINSWNOGFThA,K341J5kCrKQ,Hannity: Why CNN won&#39;t highlight progress in the fight against COVID,2020-07-22T02:06:38Z,520657,15377,1046,7009,0,Fox News,5900000
36,UCaXkIU1QidjPwiAYu6GcHjg,kqJxh5WAtsY,"Trump Ditches &#39;New Tone&#39; On COVID-19, Pushes States To Reopen | The 11th Hour | MSNBC",2020-07-28T04:59:40Z,511998,6029,239,2956,0,MSNBC,3370000
37,UCno7Il827hKNgL7lArqRifQ,Flxl0F8OWpE,"Special Report: Know, Which Countries Have Not Reported Any Coronavirus Cases",2020-07-22T00:30:01Z,489652,8543,402,137,0,Kanak News LIVE,296000
38,UCupvZG-5ko_eiXAupbDfxWw,MSGtwCKbCQo,Voter gets heated defending Trump response to Covid-19 pandemic,2020-07-28T13:21:09Z,477116,7288,680,8772,0,CNN,10400000
39,UCVxBA3Cbu3pm8w8gEIoMEog,7MssH4aZitU,&quot;Shut it down now&quot;: US health experts call for 2nd coronavirus shutdown | ABC7,2020-07-27T19:00:01Z,464238,1894,2922,5468,0,ABC7,235000
40,UCaXkIU1QidjPwiAYu6GcHjg,HNxfYf_1ud8,Joe: Trump Is 'Blaming Black And Brown People (For Covid-19 Surge) | Morning Joe | MSNBC,2020-07-23T15:29:52Z,462915,6495,604,4322,0,MSNBC,3370000
41,UCIRYBXDze5krPDzAEOxFGVA,Jyjepp1Rl4s,&#39;It&#39;s catastrophic&#39;: UK Covid-19 restrictions for Spain bring worry and frustration,2020-07-27T16:41:15Z,454804,1174,1229,1479,0,Guardian News,1270000
42,UCupvZG-5ko_eiXAupbDfxWw,udERg05aUxI,She went from reporting on coronavirus to fighting it in a hospital for 11 days,2020-07-22T14:03:02Z,450104,5254,1274,4461,0,CNN,10400000
43,UCupvZG-5ko_eiXAupbDfxWw,r0ForQ9kzzY,US adds more than 900k coronavirus infections in just 2 weeks,2020-07-22T15:49:51Z,443070,4675,679,3234,0,CNN,10400000
44,UC9RM-iSvTu1uPJb8X5yp3EQ,YgiMqePRp0Y,The Logistics of Covid-19 Testing,2020-07-28T16:41:28Z,428321,19082,433,1461,0,Wendover Productions,2670000
45,UCrp_UI8XtuYfpiqluWLD7Lw,n1rQg67Tvx8,Trump holds briefing on the coronavirus as Senate GOP unveils relief bill -- 7/28/2020,2020-07-28T21:53:51Z,422960,2041,1964,3694,0,CNBC Television,822000
46,UCeY0bbntWzzVIaj2z3QigXg,XXPb_fVqE2E,Trump On Coronavirus: It Will 'Get Worse Before It Gets Better' | NBC Nightly News,2020-07-22T01:30:03Z,417157,2100,320,1521,0,NBC News,3690000
47,UCaXkIU1QidjPwiAYu6GcHjg,Km7MOhLOxbo,"Trump Talks To Putin As U.S. Hits 4,000,000 Confirmed COVID-19 Cases | The 11th Hour | MSNBC",2020-07-24T04:37:42Z,404861,5898,360,4692,0,MSNBC,3370000
48,UCupvZG-5ko_eiXAupbDfxWw,j_mmRsUWpYo,Coronavirus task force member pressed on testing delays,2020-07-26T14:20:32Z,389473,3465,1054,3994,0,CNN,10400000
49,UCXIJgqnII2ZOINSWNOGFThA,aUYzIbtOFR8,Trump holds press conference on coronavirus | 7/28/20,2020-07-28T21:53:16Z,384698,8761,766,3034,0,Fox News,5900000
