,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
28,UC7c8mE90qCtu11z47U0KErg,g3SuLtXmn08,How scientists are fighting the coronavirus: A three minute guide,2020-02-07T21:08:21Z,116739,1628,57,225,0,nature video,466000
29,UCeohrwR6-fO1EMk8FkJrlzw,cbd-oilmpdU,Novel Coronavirus Panel at the Johns Hopkins Bloomberg School of Public Health,2020-02-05T21:41:24Z,91629,610,103,0,0,Johns Hopkins University,31700
30,UCMSsLqxqvZsNXi0Z-VjN89A,Vbv2A_M5Vws,Coronavirus Treatment and Coronavirus Vaccine - Remdesivir? | COVID-19,2020-02-09T18:11:40Z,63012,1231,59,176,0,Doctor Mike Hansen,375000
31,UCi3GAUcsZSHNnlrOuy6MWmQ,7aKN492nuZ4,Los resultados del caso sospecho de coronavirus en Cochabamba se conoceran en hasta 20 dias,2020-02-06T18:55:24Z,6191,42,7,9,0,Los Tiempos Bolivia,26700
32,UCwEpcy7nk_M7R0vNzCPan4Q,TIUWLVLKZA0,Wuhan coronavirus Timeline (mainland China),2020-02-11T02:15:19Z,2881,16,1,0,0,MisterB,2070
33,UC11idJN3SGDl6tpEGLgIPng,o7IAyIhMqt8,jaanie China ke Coronavirus ko khtm krne vaalii Vaccine kaise taiyaar hogii | Pakistani Reaction,2020-02-06T16:52:38Z,1336,50,7,0,0,Desi Reaction,26400
34,UCL9ZpH7_8NezUQBjqetHMNg,QSFZX3EWvuA,Wuhan Coronavirus Pneumonia - three dead kids share one body bag,2020-02-11T21:03:23Z,1113,9,2,2,0,Ric L,156
35,UCs2INbqcvK9BaXthXTFI-Eg,Fju7rnM3vrg,?QUE RELACION HAY ENTRE EL CORONAVIRUS CON RESIDENT EVIL?,2020-02-11T14:00:03Z,955,55,1,11,0,RAUL7SIETE,1330
36,UCgojyEJk7433pj3tFeDG9Xw,qLISD_Drr7I,How Dangerous Is The Coronavirus?,2020-02-09T08:25:10Z,615,15,2,4,0,BeanieFella,435
37,UCgyssK7sowgOzuOcoOc3EfA,E5CnElrSc4Y,Corona story | Story of corona virus in my life | Coronavirus,2020-02-05T12:53:26Z,466,42,2,20,0,Mdn Zunors,0
38,UCK1wEJPRFAkFk4YgTO1HgDg,Kmh4pXb577w,North Korea's Secret Coronavirus Crisis,2020-02-10T12:33:32Z,442,14,0,24,0,The Angry Canuck,548
39,UC6VHLOWBsGMTbUCJXMN479w,edMfTID70P4,Smuggled Videos From Wuhan Citizens. Coronavirus Deaths On Video,2020-02-06T05:25:28Z,388,9,4,11,0,I am Patrice Meeks WWG1WGA,795
40,UCQtQBtdJBBvCCtK1AS_ZcDA,ybtWbDA8S8A,Chatting the Pictures: Pelosi Shreds Trump&#39;s SOTU; Coronavirus on the Move; Impeachment Going Away,2020-02-08T23:01:52Z,296,4,2,3,0,Reading The Pictures,474
41,UCd82e2jpV9qycQbPgCr9ojw,Q8R9Z64RjqM,Coronavirus helped me solve the rubik&#39;s cube,2020-02-07T12:09:23Z,129,10,0,5,0,Active Andy,56
42,UCkuskO3KhrnO-mUCG5U6_zQ,j08X0q2Hcis,Coronavirus: China Loosing combat against ever-strengthening disease !!,2020-02-05T16:30:13Z,46,1,0,0,0,K Dance Uncensored,1380
