,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
0,UC3XTzVzaHQEd30rQbuvCtTQ,c09m5f7Gnic,Coronavirus: Last Week Tonight with John Oliver (HBO),2020-03-02T07:30:02Z,15063822,301486,12044,26329,0,LastWeekTonight,8300000
1,UCQC1wGbOOIoC23fRGxt4kbg,_ZgG8dCaAuw,"Baba Ramdev se jaanie Coronavirus se bcaav ke upaay, dekhie koronaa pr &#39;raamdev baann&#39;",2020-03-03T17:51:21Z,5909918,37571,6165,2141,0,Tez,5360000
2,UC07-dOwgza1IguKA86jqxNA,1APwq1df6Mw,How to protect yourself against COVID-19,2020-02-28T10:48:13Z,4583024,97077,2189,2180,0,World Health Organization (WHO),607000
3,UCqKiDBaeIA61KZxUqWHNb6w,Xj1nUFFVK1E,HOW DOES COVID-19 AFFECT THE BODY?,2020-02-26T06:35:37Z,4363232,29215,2387,2654,0,Neural Academy,157000
4,UCe5-b0fCK3eQCpwS6MT0aNw,qTxtJr5gqAE,?Cuales son los sintomas y efectos del coronavirus?,2020-03-03T20:52:35Z,3382181,23844,2314,2200,0,EL TIEMPO,746000
5,UCwI-JbGNsojunnHbFAc0M4Q,OQD_-2KI244,Coronavirus : la Chine en quarantaine | ARTE Reportage,2020-03-03T15:00:06Z,3354228,23876,1727,3511,0,ARTE,1370000
6,UCMtFAi84ehTSYSE9XoHefig,R-Gnari_sTU,Trump Fears The Coronavirus Crisis Will Spoil His Reelection Campaign,2020-02-27T04:50:02Z,3172011,38906,1715,4667,0,The Late Show with Stephen Colbert,7740000
7,UCVTyTA7-g9nopHeHbeuvpRA,lKAlwCCd_hU,Trump's Flailing Response to the Coronavirus Outbreak: A Closer Look,2020-02-28T02:00:09Z,3163779,40084,2576,6558,0,Late Night with Seth Meyers,3830000
8,UCMtFAi84ehTSYSE9XoHefig,tvmX4a4UiyM,Wall Street Panics After Trump Unveils Lackluster Coronavirus Response Plan,2020-02-28T04:50:01Z,3104014,45741,1739,4919,0,The Late Show with Stephen Colbert,7740000
9,UC0QHWhjbe5fGJEPz3sVb6nw,Xl2nA_xuHjY,Coronavirus Is A PANDEMIC....Technically,2020-03-01T16:00:06Z,2711207,128897,1733,16974,0,Doctor Mike,6050000
10,UCVTyTA7-g9nopHeHbeuvpRA,7mgZ5xk1g1M,Trump Calls Criticism of His Coronavirus Response a &quot;Hoax&quot; as Concerns Grow: A Closer Look,2020-03-03T02:00:01Z,2652070,35257,1324,6442,0,Late Night with Seth Meyers,3830000
