,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
29,UC2LgZ_4GzSFQS-3a87_Jc6w,WgqvYMQ5c4w,"Brooklyn &amp; Kamri Get Tested for Coronavirus, Lake House, and Spider Pranks",2020-07-06T19:05:40Z,687592,14656,233,1341,0,Cute Girls Hairstyles,5660000
30,UCupvZG-5ko_eiXAupbDfxWw,ulbfoK22CZY,Doctor debunks Trump tweet on Covid-19,2020-07-03T16:46:58Z,667170,7590,993,5254,0,CNN,10400000
31,UCJQQVLyM6wtPleV4wFBK06g,5VCvBivHgHI,?Sera la SEGUNDA OLA del CORONAVIRUS PEOR que la PRIMERA? - Visualpolitik,2020-07-06T19:45:01Z,636949,26503,1207,2867,0,VisualPolitik,1870000
32,UCrp_UI8XtuYfpiqluWLD7Lw,izQ4AK_SuWU,U.S. coronavirus case top 2.8M as scientists claim WHO is downplaying the virus&#39; airborne risk,2020-07-06T16:35:22Z,607429,1826,1971,2803,0,CNBC Television,822000
33,UCupvZG-5ko_eiXAupbDfxWw,nt06wMyE1zU,D.L. Hughley opens up about coronavirus battle,2020-07-03T14:37:22Z,601715,6294,1094,2782,0,CNN,10400000
34,UCy0dKy89rZFR8OCbAT69wcQ,h_Z8pNwbUZY,Top 20 Country by Total Coronavirus Infections (January to July),2020-07-01T23:00:20Z,569232,8537,362,4632,0,WawamuStats,330000
35,UCx8Z14PpntdaxCt2hakbQLQ,BgcE3f-mZv0,Recovered from Coronavirus: Delhi me rhe Team Lallantop ke Abhishek se sunie Covid19 se jiit kii khaanii,2020-07-05T14:30:02Z,553427,22194,817,1681,0,The Lallantop,14700000
36,UCwqusr8YDwM-3mEYTDeJHzw,3XaKS3e97IE,"Covid Vaccine: ICMR Fast-tracks Bharat Biotech&#39;s &#39;Covaxin&#39;, &#39;Expect To Launch By August 15&#39;",2020-07-03T05:19:39Z,544414,5086,289,698,0,Republic World,3140000
37,UCZFMm1mMw0F81Z37aaEzTUA,YmdJT4feqm8,COVID-19 News: India&#39;s First Coronavirus Vaccine May Be Launched By August 15,2020-07-03T04:27:03Z,523094,4366,279,701,0,NDTV,8310000
38,UCYPvAwZP8pZhSMW8qs7cVCw,QKwl4_2JM0A,"Covid-19: When Will Covaxin Hit The Market?; Dr Krishna Ella, Chairman &amp; MD of Bharat Biotech Speaks",2020-07-01T18:52:23Z,524831,5736,356,641,0,India Today,3910000
39,UC2-_WWPT_124iN6jiym4fOw,vUsGhle-2H8,This American BBQ Restaurant in South Korea Struggling From COVID-19 Gets A Surprise Visit,2020-07-05T01:30:01Z,509170,16140,253,1215,0,Asian Boss,2590000
40,UCBi2mrWuNuyYy4gbM6fU18Q,W_R0L6_RhjE,"US coronavirus infections surge amid new warnings, closures | WNT",2020-07-03T00:02:39Z,498714,3072,2296,7020,0,ABC News,9560000
41,UCDCMjD1XIAsCZsYHNMGVcog,Kf3Pz2aoIXE,Discussion On Immunity Food For Home Quarantine Covid-19 Patients | V6 News,2020-07-02T13:34:20Z,497303,3201,488,144,0,V6 News Telugu,5310000
42,UC99w_Bzj8ikOz8Gpv0prbNg,tNfWhyk5JLg,ICMR May Launch COVID-19 Vaccine by 15th August,2020-07-07T05:44:22Z,491159,6347,305,156,0,ISH News,61400
43,UCaXkIU1QidjPwiAYu6GcHjg,wgxha3SqlY0,Chris Hayes: Trump's COVID-19 Failures Make U.S. An Object Of Pity Around The World | MSNBC,2020-07-03T18:13:40Z,480390,8975,278,4478,0,MSNBC,3370000
44,UCSwXe2WReWhNdjKRTh92b9g,BPYWNeoDpAU,DIOXIDO DE CLORO COVID 19,2020-07-05T19:04:36Z,471898,13469,4147,6373,0,Dr. Veller,211000
45,UCrp_UI8XtuYfpiqluWLD7Lw,1V60jbFOr8M,WHO: We&#39;re worried about fast spreading coronavirus outbreaks in the Americas,2020-07-07T19:08:51Z,467011,2084,5456,3951,0,CNBC Television,822000
46,UCHca_G30cvIF6fNFHdUrbIQ,Yszre7i-Iho,COVID 19 Prayer for Food,2020-07-03T07:00:05Z,481007,6120,166,304,0,UG Toons,303000
47,UC_gUM8rL-Lrg6O3adPW9K1g,i_3D45fXOrI,Gravitas: W.H.O quietly changes Coronavirus timeline,2020-07-03T19:30:10Z,443991,15567,305,2262,0,WION,1600000
48,UCPXTXMecYqnRKNdqdVOGSFg,JUQKbllk16w,ICMR clarifies on Covid-19 vaccine deadline - TV9,2020-07-06T06:14:54Z,440603,0,0,249,0,TV9 Telugu Live,6310000
49,UCDCMjD1XIAsCZsYHNMGVcog,2nazuYpPGwM,Bharat Biotech COVID-19 Vaccine LIVE Updates | ICMR | COVAXIN | V6 News,2020-07-03T17:23:09Z,421386,2307,197,40,0,V6 News Telugu,5310000
