,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
26,UCH7zqR7-T0oHRe8exhPuUag,CRrBtmLwPDA,YouCurious? 6 Tips For Working From Home During The Coronavirus Crisis,2020-05-03T08:31:22Z,527227,55,19,20,0,YouCurious?,8360
27,UC0L1suV8pVgO4pCAIBNGx5w,cGL2f52_xaU,Broke and broken: the cost of unemployment during the COVID-19 crisis | 60 Minutes Australia,2020-05-04T21:00:11Z,512282,4999,368,0,0,60 Minutes Australia,2340000
28,UCeY0bbntWzzVIaj2z3QigXg,ittaGodwCG0,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,2020-05-05T17:51:39Z,487725,3308,748,1207,0,NBC News,3690000
29,UCknLrEdhRCp1aegoMqRaCZg,RusMz-PbB9Y,Coronavirus vaccine update: How far along is the research? | COVID-19 Special,2020-05-01T17:46:19Z,452486,3614,360,844,0,DW News,1640000
30,UCixD9UbKvDxzGNiPC_fgHyA,ZBBcPKsIO3k,How Japan is Fighting Coronavirus,2020-05-01T23:59:24Z,451412,25248,418,2270,0,Paolo fromTOKYO,1480000
31,UCupvZG-5ko_eiXAupbDfxWw,k4QQ87qAPyY,White House coronavirus task force to be &#39;phased down&#39; around Memorial Day,2020-05-05T21:08:42Z,418175,3501,715,4446,0,CNN,10400000
32,UCTrQ7HXWRRxr7OsOtodr2_w,7mFPcJk2lEM,What coronavirus looks like in EVERY country on earth - From Afghanistan to Zimbabwe,2020-05-04T14:29:03Z,378785,3477,230,945,0,Channel 4 News,1410000
33,UCIzXayRP7-P0ANpq-nD-h5g,OgymvB5bZ5k,"Coronavirus Explained: As UK tops European COVID-19 deaths, what may be in the lockdown exit plan?",2020-05-05T15:15:01Z,377500,1237,1694,1778,0,The Sun,1000000
34,UCvJJ_dzjViJCoLf5uKUTwoA,9g6j_5INDPg,Why Economic Recovery May Depend On A Coronavirus Treatment,2020-05-05T18:02:04Z,346642,2381,894,1328,0,CNBC,1760000
35,UCIveFvW-ARp_B_RckhweNJw,MhRJ8mfyCv8,The Man Behind the COVID-19 Panic! | Ep 672 Louder with Crowder,2020-04-29T00:00:03Z,344330,15259,353,2611,0,StevenCrowder,4640000
36,UCBi2mrWuNuyYy4gbM6fU18Q,fRea4yIE7_8,China&#39;s coronavirus response was a &#39;classic communist disinformation effort&#39;: Pompeo | ABC News,2020-05-03T16:35:30Z,330389,2648,1371,4250,0,ABC News,9560000
37,UCNye-wNBqNL5ZzHSJj3l8Bg,SPWiUJzyYno,Is China facing a global backlash against coronavirus? | Inside Story,2020-05-05T17:30:07Z,330211,3397,563,2748,0,Al Jazeera English,5640000
38,UCTrQ7HXWRRxr7OsOtodr2_w,ruNQXvn8Tck,New Zealand records no new cases of coronavirus,2020-05-05T15:58:34Z,292909,5260,202,2844,0,Channel 4 News,1410000
39,UCG-iSMVtWbbwDDXgXXypARQ,LWsgbgz5euc,COVID-19 Clinical Updates &amp; Lessons Learned So Far with Dr. Seheult - Live Webcast Replay,2020-05-01T08:41:26Z,287927,4075,137,650,0,MedCram - Medical Lectures Explained CLEARLY,804000
40,UCqnbDFdCpuN8CMEg0VuEBqA,lJ9EbZjcVGY,Dying of Coronavirus: A Family&#39;s Painful Goodbye | NYT News,2020-05-04T20:00:10Z,281583,4164,330,807,0,The New York Times,3090000
41,UCG-iSMVtWbbwDDXgXXypARQ,Aj2vB_VITXQ,Coronavirus Pandemic Update 63: Is COVID-19 a Disease of the Endothelium (Blood Vessels and Clots)?,2020-04-29T19:43:01Z,265226,8256,140,1563,0,MedCram - Medical Lectures Explained CLEARLY,804000
42,UCqoAEDirJPjEUFcF2FklnBA,EUS_qi6BvUQ,"StarTalk Podcast: COVID-19 Update, with Neil deGrasse Tyson",2020-05-01T00:00:08Z,263649,6977,296,1028,0,StarTalk,1240000
43,UCqAUngk3uR8U8BQdrcXCkSQ,65DJRKkK7fg,Visiting a Dentist During Covid-19 Outbreak | Coronavirus | Why Going to a Dentist Now Is Dangerous,2020-05-01T12:44:51Z,255603,1131,548,47,0,EdZooly,6660
44,UC8p1vwvWtl6T73JiExfWs1g,J8fX3MhYgyw,Watch live coronavirus coverage from CBS News,2020-04-29T18:38:57Z,239023,1111,528,119,0,CBS News,2870000
45,UC2uEP2UnScpyq4lW1Mgaq7A,4WXKNezFQN0,Fighting COVID-19 Video_ Wash Your Hands,2020-05-05T08:30:43Z,236504,11,0,0,0,iSee Taiwan Foundation看見台灣基金會,166
46,UCxCfoSInadl-4i3F70zDt1A,R8KFjSbbmsg,Coronavirus in Kids: NYC Hospital Sees Spike in Rare Kawasaki Syndrome Amid Pandemic | NBC New York,2020-05-04T22:56:09Z,232370,1041,399,904,0,NBC New York,193000
47,UCHpw8xwDNhU9gdohEcJu4aA,f279f-Y-O-w,Why the 5G coronavirus conspiracy theory is false,2020-05-01T10:43:26Z,228386,2547,1419,2403,0,The Guardian,1390000
48,UCEAZeUIeJs0IjQiqTCdVSIg,2KUuTbSPG8s,"Warren Buffett, Berkshire Hathaway Chairman and CEO, talks coronavirus and the U.S. economy",2020-04-30T13:34:59Z,229720,3023,278,335,0,Yahoo Finance,352000
49,UC8p1vwvWtl6T73JiExfWs1g,XY0XRv4m29s,Watch live coronavirus coverage from CBS News,2020-05-01T19:50:25Z,219168,1112,458,77,0,CBS News,2870000
