,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
0,UC3XTzVzaHQEd30rQbuvCtTQ,6s4Bx7mzNkM,Coronavirus IV: Last Week Tonight with John Oliver (HBO),2020-04-13T06:45:02Z,8358939,196801,6979,29210,0,LastWeekTonight,8300000
1,UC1NF71EwP41VdjAU1iXdLkw,OKvi-2_o6y0,PM Modi&#39;s address to the nation on COVID-19,2020-04-14T05:26:52Z,7312439,270305,19439,6005,0,Narendra Modi,7250000
2,UCp0hYYBW6IMayGgR-WeoCvQ,RpZlS8Rmng4,P!nk's Candid Conversation About Contracting COVID-19,2020-04-09T13:00:30Z,3502609,63334,2957,0,0,TheEllenShow,37600000
3,UCVTyTA7-g9nopHeHbeuvpRA,T1nlr2wEKj4,"Trump Wants His Coronavirus Failures to Be ""Quickly Forgotten"": A Closer Look",2020-04-10T03:30:02Z,3072340,49253,2877,11856,0,Late Night with Seth Meyers,3830000
4,UCLXo7UDZvByw2ixzpQCufnA,BE-cA4UK07c,The big lesson from South Korea&#39;s coronavirus response,2020-04-10T14:00:02Z,3070833,84502,2229,10447,0,Vox,8550000
5,UCUVwzlL8j71f0dz9jKru75g,tCPq2IVM5Mg,Asi ataca el #coronavirus al cuerpo humano,2020-04-09T16:03:03Z,2542226,19548,1715,1447,0,RevistaMSP,14500
6,UCMtFAi84ehTSYSE9XoHefig,DVIZb_dxgVY,Trump&#39;s Mishandling Of The Covid-19 Crisis Is Confirmed By Dr. Fauci,2020-04-14T03:58:01Z,2134513,37336,1887,5635,0,The Late Show with Stephen Colbert,7740000
7,UCvJJ_dzjViJCoLf5uKUTwoA,Fq3KMoidtLk,Why The Coronavirus Recession Is Unlike Any Other,2020-04-09T16:00:17Z,2066185,16161,2432,4839,0,CNBC,1760000
8,UCeY0bbntWzzVIaj2z3QigXg,rtOI3yYM_7A,Watch Full Coronavirus Coverage - April 9 | NBC News Now (Live Stream),2020-04-10T05:26:37Z,1964668,7976,2224,323,0,NBC News,3690000
9,UC0QHWhjbe5fGJEPz3sVb6nw,WhHfjsOl8Tc,100+ Doctors Tell You The TRUTH About Battling Coronavirus,2020-04-08T21:00:11Z,1650430,128432,1165,10130,0,Doctor Mike,6050000
10,UCAuUUnT6oDeKwE6v1NGQxug,yrxYhv2O3wU,What coronavirus means for the global economy | Ray Dalio,2020-04-09T16:16:13Z,1626458,26918,1057,3444,0,TED,17700000
