,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
34,UCOpvP3RNDgKVDUZV46SOakg,pdBLp9__aVU,Coronavirus: lo que China nos quiere ocultar,2020-01-29T05:22:13Z,4830,43,6,2,0,Janazoo,279
35,UCVwYMK5fxrhCw1aEn0E-IEQ,3fW2BDioyoI,kibhaabe chdd'aacche kronaa bhaairaas | corona virus in China | #coronavirus,2020-01-29T03:25:03Z,2070,68,3,0,0,Safi Fact,2070
36,UCQ1tGbq471C17xXlZtd9jHg,dzzJ8FwSH0E,"CoronaVirus &amp; HIV Traces February 1, 2020",2020-02-02T05:23:11Z,1696,161,4,0,0,Political Avenger Raw,19700
37,UCK9rVTxGzOcWUR0ll18EVag,hjHnMf4KAws,"Construction of makeshift Leishenshan Hospital, for #coronavirus patients in Wuhan is 40% completed.",2020-01-30T14:57:41Z,1415,22,1,3,0,"People's Daily, China 人民日报",94200
38,UC_QkQrun6oYzTpcBWI1IqWA,N9EkxetIIUI,BBC NEWS | The Briefing: &quot;China Coronavirus Outbreak&quot;,2020-01-31T20:14:58Z,1393,2,0,0,0,UCLA Fielding School of Public Health,248
39,UCk-XWedNnz5RMm4FIexrSeg,mAVjCR9gVW4,Chinas SOS to Trump over Coronavirus,2020-02-02T17:11:29Z,1214,12,3,2,0,Sebastian Morris,245
40,UCQ1tGbq471C17xXlZtd9jHg,w32vqlsd0_w,Thailand Reporting HIV &amp; Influenza Drugs Used On CoronaVirus Patient,2020-02-02T23:56:58Z,1085,148,4,0,0,Political Avenger Raw,19700
41,UCsyPEi8BS07G8ZPXmpzIZrg,UtZOOAG1MdY,Novel Coronavirus,2020-02-02T15:27:23Z,1085,15,2,2,0,Ministry of Health & Family Welfare,269000
42,UCQ1tGbq471C17xXlZtd9jHg,Po-h14TIU2g,CoronaVirus Investigation New England Journal Of Medicine,2020-02-03T19:53:07Z,966,138,2,0,0,Political Avenger Raw,19700
43,UCQ1tGbq471C17xXlZtd9jHg,qygGTd7Vd3E,"Prepare Just Incase For #CoronaVirus January 29, 2020",2020-01-30T02:50:38Z,952,138,3,46,0,Political Avenger Raw,19700
44,UC1dIW8W2dhu_a9Qu1OHMHCw,bwGeNJ2gWg8,VIRALL!!WARNING!!VIRUS CIRONA DI CINA KOTA WUHAN SEPERTI KOTA MATI!!,2020-02-03T13:52:35Z,950,17,2,0,0,Wisnu Firdaus,335
45,UCQ1tGbq471C17xXlZtd9jHg,UUQO7CqsPMQ,"CoronaVirus Mutating January 28, 2020",2020-01-29T07:53:25Z,841,111,0,32,0,Political Avenger Raw,19700
46,UCQ1tGbq471C17xXlZtd9jHg,IFPClEn_Vdc,"#CoronaVirus #InfluenzaB &amp; #Ebola January 30, 2020",2020-01-31T02:24:58Z,616,88,1,0,0,Political Avenger Raw,19700
47,UCPZlcOXIy_frysV8ahCbtUA,uDbmYiVWqZ4,Coronavirus Update #3 (Jan 30),2020-01-30T10:20:37Z,338,19,1,9,0,Eric & Moah,1870
48,UCodIl-Qn1eQjExACh84sM3Q,HPe_GLaMe2A,Jean Paul parle du Coronavirus,2020-01-31T14:44:27Z,86,1,0,0,0,Urban FM 104.5 La Station Urbaine,21500
49,UCDCtv_sCAjUYq2W9XDyGdvA,j4p560VYcVg,"Ebola, Coronavirus lancez pour casez les gilet jaune chinois? Margaret chan directrice OMS",2020-02-02T22:18:43Z,82,0,0,0,0,La guerre secrete contre les peuples,0
